Question,Answers,Comment,Instructions,Render as
"神仙が住むという__蓬莱__の絵だ。
中国の神仙思想に説かれる三神山のひとつ。",ほうらい,中国の神仙思想に説かれる三神山のひとつ。,読み方をご入力ください (音),Text
"__徒__に時が過ぎてゆく。
無駄に。あるべき物がないために物足りないさま。",いたずら,無駄に。あるべき物がないために物足りないさま。,読み方をご入力ください (訓),Text
"山小屋の煙が__揺曳__している。
ゆらゆらとただようこと。また、音などがあとまで長く尾を引いて残ること。",ようえい,ゆらゆらとただようこと。また、音などがあとまで長く尾を引いて残ること。,読み方をご入力ください (音),Text
"__剃度__の望みが叶えられた。
剃髪(ていはつ)して僧や尼になること。",ていど,剃髪(ていはつ)して僧や尼になること。,読み方をご入力ください (音),Text
"資産を売却して赤字を__補塡__する。
不足・欠損部分を補って埋めること。",ほてん,不足・欠損部分を補って埋めること。,読み方をご入力ください (音),Text
"感情が__昂__らないように目を閉じた。
気分・感情などが高まる。興奮状態になる。",たかぶ,気分・感情などが高まる。興奮状態になる。,読み方をご入力ください (訓),Text
"その年の干支は__癸亥__である。
子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き",きがい,子:し 丑:ちゅう 寅:いん 卯:ぼう 辰:しん 巳:し 午:ご 未:び 申:しん 酉:ゆう 戌:じゅつ 亥:がい 甲:こう 乙:おつ 丙:へい 丁:てい 戊:ぼ 己:き 庚:こう 辛:しん 壬:じん 癸:き,読み方をご入力ください (音),Text
"二重に__壕__を巡らしてある。
土を掘ってつくった穴やみぞ。",ほり,土を掘ってつくった穴やみぞ。,読み方をご入力ください (訓),Text
"樹齢千年の__椙__の木を見上げる。
杉に同じ。",すぎ,杉に同じ。,読み方をご入力ください (訓),Text
"__忽__せにできない問題だ。
物事をいいかげんにしておくさま。なおざり。",ゆるが,物事をいいかげんにしておくさま。なおざり。,読み方をご入力ください (訓),Text
"空に浮かんだ__一片__の雲。
薄く平らなもののいちまい。いっぺん。",ひとひら,薄く平らなもののいちまい。いっぺん。,読み方をご入力ください (訓),Text
"__天秤__を肩に商いに出る。
支点が中央にあるてこを用いて、物体の質量を分銅と比較測定するはかり。",てんびん,支点が中央にあるてこを用いて、物体の質量を分銅と比較測定するはかり。,読み方をご入力ください (音),Text
"__劫末__もかくやと思わせる。
この世界の終わり。",ごうまつ,この世界の終わり。,読み方をご入力ください (音),Text
"__椛__の色鮮やかな秋を待つ。
もみじ。紅葉 。",もみじ,もみじ。紅葉 。,読み方をご入力ください (訓),Text
"帽子をとり__一揖__する。
ちょっとおじぎすること。会釈(えしゃく)をすること。",いちゆう,ちょっとおじぎすること。会釈(えしゃく)をすること。,読み方をご入力ください (音),Text
"弓の達人で__穿柳__の人と呼ばれている。
柳の葉っぱを弓矢で貫けるほど弓が上手な人のたとえ。",せんりゅう,柳の葉っぱを弓矢で貫けるほど弓が上手な人のたとえ。,読み方をご入力ください (音),Text
"__浅葱__色の帯がよく合う。
ごく薄い藍色。",あさぎ,ごく薄い藍色。,読み方をご入力ください (訓),Text
"過激派の__騒擾__事件が続発する。
集団で騒ぎを起こし、社会の秩序を乱すこと。騒乱。",そうじょう,集団で騒ぎを起こし、社会の秩序を乱すこと。騒乱。,読み方をご入力ください (音),Text
"耳を__聾__する轟音だ。
耳が聞こえなくなる。また、聞こえなくする。",ろう,耳が聞こえなくなる。また、聞こえなくする。,読み方をご入力ください (音),Text
"決定の後に__凝__りを残す。
筋肉や皮下組織などがこること。また、そのかたまり。",しこ,筋肉や皮下組織などがこること。また、そのかたまり。,読み方をご入力ください (訓),Text
"__篦__で絵の具を混ぜる。
竹・木・象牙(ぞうげ)・金属等を細長く平らにし、先のへりをややとがらせたもの。折り目や印をつけたり、のりを練ったり塗ったりするのに使う。",へら,竹・木・象牙(ぞうげ)・金属等を細長く平らにし、先のへりをややとがらせたもの。折り目や印をつけたり、のりを練ったり塗ったりするのに使う。,読み方をご入力ください (訓),Text
"我__乍__ら立派な出来だと思った。
内容の矛盾する二つの事柄をつなぐ意を表す。…にもかかわらず。…ではあるが。",なが,内容の矛盾する二つの事柄をつなぐ意を表す。…にもかかわらず。…ではあるが。,読み方をご入力ください (訓),Text
"老後を__約__やかに暮らす。
手短にまとめるさま。簡約。控えめで質素なさま。",つづま,手短にまとめるさま。簡約。控えめで質素なさま。,読み方をご入力ください (訓),Text
"古老はこの__界隈__に詳しい。
そのあたり一帯。付近。近辺。",かいわい,そのあたり一帯。付近。近辺。,読み方をご入力ください (音),Text
"木々が__萌__む頃になった。
芽が出はじめる。芽吹く。",めぐ,芽が出はじめる。芽吹く。,読み方をご入力ください (訓),Text
"山伏が__兜巾__を頭につけた。
修験者が額に付ける尖頭円型の被り物。",ときん,修験者が額に付ける尖頭円型の被り物。,読み方をご入力ください (音),Text
"__鉤餌__を揃えて舶に乗った。
釣り針につける餌のこと。",こうじ,釣り針につける餌のこと。,読み方をご入力ください (音),Text
"__裳裾__の長い舞台衣装だ。
裳のすそ。衣服のすそ。",もすそ,裳のすそ。衣服のすそ。,読み方をご入力ください (訓),Text
"賊は紙幣を__鷲摑__みにして逃走した。
鷲が獲物をつかむように、乱暴に物をつかむこと。",わしづか,鷲が獲物をつかむように、乱暴に物をつかむこと。,読み方をご入力ください (訓),Text
"次の__辻__を右に曲がる。
道路が十字形に交わる所。四つ辻。十字路。",つじ,道路が十字形に交わる所。四つ辻。十字路。,読み方をご入力ください (訓),Text
"印度伝来の__伎楽__を奏する。
日本の伝統演劇のひとつ。",ぎがく,日本の伝統演劇のひとつ。,読み方をご入力ください (音),Text
"「__梁上__の君子」とは盗人のことだ。
「梁上の君子」は盗人の意。",りょうじょう,「梁上の君子」は盗人の意。,読み方をご入力ください (音),Text
"五色の糸を__撚__って作る。
糸など、何本かをねじり合わせて1本にする。",よ,糸など、何本かをねじり合わせて1本にする。,読み方をご入力ください (訓),Text
"__分娩__の予定日を確かめる。
胎内の子を体外に産み出すこと。出産。",ぶんべん,胎内の子を体外に産み出すこと。出産。,読み方をご入力ください (音),Text
